2000 	40 	40
2001 	41 	41
2002 	42 	42
2003 	43 	43
2004 	44 	44
2005 	41 	41
2006 	42 	42
2007 	43 	43
2008 	44 	44
2009 	45 	45
2010 	41 	41
2011 	42 	42
2012 	43 	43
2013 	44 	44
2014 	45 	45
2015 	42 	42
2016 	43 	43
2017 	44 	44
2018 	45 	45
2019 	46 	46
2020 	42 	42
2021 	43 	43
2022 	44 	44
2023 	45 	45
2024 	46 	46
2025 	41 	41
2026 	42 	42
2027 	43 	43
2028 	44 	44
2029 	45 	45
2030 	42 	42
2031 	43 	43
2032 	44 	44
2033 	45 	45
2034 	46 	46
2035 	42 	42
2036 	43 	43
2037 	44 	44
2038 	45 	45
2039 	46 	46
2040 	43 	43
2041 	44 	44
2042 	45 	45
2043 	46 	46
2044 	47 	47
2045 	43 	43
2046 	44 	44
2047 	45 	45
2048 	46 	46
2049 	47 	47
2050 	41 	41
2051 	42 	42
2052 	43 	43
2053 	44 	44
2054 	45 	45
2055 	42 	42
2056 	43 	43
2057 	44 	44
2058 	45 	45
2059 	46 	46
2060 	42 	42
2061 	43 	43
2062 	44 	44
2063 	45 	45
2064 	46 	46
2065 	43 	43
2066 	44 	44
2067 	45 	45
2068 	46 	46
2069 	47 	47
2070 	43 	43
2071 	44 	44
2072 	45 	45
2073 	46 	46
2074 	47 	47
2075 	42 	42
2076 	43 	43
2077 	44 	44
2078 	45 	45
2079 	46 	46
2080 	43 	43
2081 	44 	44
2082 	45 	45
2083 	46 	46
2084 	47 	47
2085 	43 	43
2086 	44 	44
2087 	45 	45
2088 	46 	46
2089 	47 	47
2090 	44 	44
2091 	45 	45
2092 	46 	46
2093 	47 	47
2094 	48 	48
2095 	44 	44
2096 	45 	45
2097 	46 	46
2098 	47 	47
2099 	48 	48
2100 	42 	42
2101 	43 	43
2102 	44 	44
2103 	45 	45
2104 	46 	46
2105 	43 	43
2106 	44 	44
2107 	45 	45
2108 	46 	46
2109 	47 	47
2110 	43 	43
2111 	44 	44
2112 	45 	45
2113 	46 	46
2114 	47 	47
2115 	44 	44
2116 	45 	45
2117 	46 	46
2118 	47 	47
2119 	48 	48
2120 	44 	44
2121 	45 	45
2122 	46 	46
2123 	47 	47
2124 	48 	48
2125 	43 	43
2126 	44 	44
2127 	45 	45
2128 	46 	46
2129 	47 	47
2130 	44 	44
2131 	45 	45
2132 	46 	46
2133 	47 	47
2134 	48 	48
2135 	44 	44
2136 	45 	45
2137 	46 	46
2138 	47 	47
2139 	48 	48
2140 	45 	45
2141 	46 	46
2142 	47 	47
2143 	48 	48
2144 	49 	49
2145 	45 	45
2146 	46 	46
2147 	47 	47
2148 	48 	48
2149 	49 	49
2150 	43 	43
2151 	44 	44
2152 	45 	45
2153 	46 	46
2154 	47 	47
2155 	44 	44
2156 	45 	45
2157 	46 	46
2158 	47 	47
2159 	48 	48
2160 	44 	44
2161 	45 	45
2162 	46 	46
2163 	47 	47
2164 	48 	48
2165 	45 	45
2166 	46 	46
2167 	47 	47
2168 	48 	48
2169 	49 	49
2170 	45 	45
2171 	46 	46
2172 	47 	47
2173 	48 	48
2174 	49 	49
2175 	44 	44
2176 	45 	45
2177 	46 	46
2178 	47 	47
2179 	48 	48
2180 	45 	45
2181 	46 	46
2182 	47 	47
2183 	48 	48
2184 	49 	49
2185 	45 	45
2186 	46 	46
2187 	47 	47
2188 	48 	48
2189 	49 	49
2190 	46 	46
2191 	47 	47
2192 	48 	48
2193 	49 	49
2194 	50 	50
2195 	46 	46
2196 	47 	47
2197 	48 	48
2198 	49 	49
2199 	50 	50
2200 	44 	44
2201 	45 	45
2202 	46 	46
2203 	47 	47
2204 	48 	48
2205 	45 	45
2206 	46 	46
2207 	47 	47
2208 	48 	48
2209 	49 	49
2210 	45 	45
2211 	46 	46
2212 	47 	47
2213 	48 	48
2214 	49 	49
2215 	46 	46
2216 	47 	47
2217 	48 	48
2218 	49 	49
2219 	50 	50
2220 	46 	46
2221 	47 	47
2222 	48 	48
2223 	49 	49
2224 	50 	50
2225 	45 	45
2226 	46 	46
2227 	47 	47
2228 	48 	48
2229 	49 	49
2230 	46 	46
2231 	47 	47
2232 	48 	48
2233 	49 	49
2234 	50 	50
2235 	46 	46
2236 	47 	47
2237 	48 	48
2238 	49 	49
2239 	50 	50
2240 	47 	47
2241 	48 	48
2242 	49 	49
2243 	50 	50
2244 	51 	51
2245 	47 	47
2246 	48 	48
2247 	49 	49
2248 	50 	50
2249 	51 	51
2250 	45 	45
2251 	46 	46
2252 	47 	47
2253 	48 	48
2254 	49 	49
2255 	46 	46
2256 	47 	47
2257 	48 	48
2258 	49 	49
2259 	50 	50
2260 	46 	46
2261 	47 	47
2262 	48 	48
2263 	49 	49
2264 	50 	50
2265 	47 	47
2266 	48 	48
2267 	49 	49
2268 	50 	50
2269 	51 	51
2270 	47 	47
2271 	48 	48
2272 	49 	49
2273 	50 	50
2274 	51 	51
2275 	46 	46
2276 	47 	47
2277 	48 	48
2278 	49 	49
2279 	50 	50
2280 	47 	47
2281 	48 	48
2282 	49 	49
2283 	50 	50
2284 	51 	51
2285 	47 	47
2286 	48 	48
2287 	49 	49
2288 	50 	50
2289 	51 	51
2290 	48 	48
2291 	49 	49
2292 	50 	50
2293 	51 	51
2294 	52 	52
2295 	48 	48
2296 	49 	49
2297 	50 	50
2298 	51 	51
2299 	52 	52
2300 	46 	46
